,,,,,,,,,,UEP,,,,,Foldx Ratio,,,,,Pydock Ratio,,,,,"Consensus of Foldx, Pydock and InterfaceFinder",,,,,BEATMUSIC,,,,,Prodigy,,,,,mCSM unknown,,,,,mCSM known,,,,,UEP unknown,,,,,,,,,,,
2FTL_KI15L,0,1.0012,1.4126,0.98,-1.250,0.4,0,-9.721,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15M,0,0.9959,1.3286,0.37,-0.920,0.3,0,-6.912,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15N,0,0.9709,1.3814,0.68,0.580,0.3,0,-7.91,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15Q,0,0.9662,1.3096,0.82,0.500,-0.4,0,-8.657,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15S,0,0.9631,1.2317,0.81,0.880,0.4,0,-9.051,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15T,0,0.9561,1.2495,0.61,0.160,0.7,0,-8.933,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15V,0,0.9696,1.3939,0.53,-0.950,0.6,0,-9.962,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15W,0,0.9814,2.3187,0.48,-1.890,0.9,0,-5.906,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15Y,0,0.9716,1.7387,0.97,-1.360,0.1,0,-7.176,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2G2U_DA79E,1640,1.0058,1.0471,1.77,1.690,0.1,-0.682,0,1.77,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2G2U_DA79K,2.625,1.0070,0.8964,1.6,1.580,0.1,-1.236,0,1.6,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2G2U_EB73M,227.65,0.9958,0.9949,0.47,-0.540,0.3,0,1.174,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2G2W_KA79D,0.466,0.9864,0.9295,0.2,0.240,-0.2,-2.488,0,0.2,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,,,,
2HLE_KA141Q,2,0.9808,1.0517,0.65,0.480,0.2,0,-0.824,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2HRK_TA108V,0.296,1.0321,1.0691,0.99,0.410,0.2,0,-0.817,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2HRK_TB55V,0.349,1.0360,1.0611,1.31,0.550,0,0,-1.182,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_CD70S,0.001,0.9963,0.9677,5.59,1.290,0.3,0,-1.642,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_SD68E,0.025,0.9983,0.8879,1.34,1.930,0.2,0,-3.376,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_SD68R,0.008,0.9816,1.0403,1.94,1.520,-0.1,0,-2.896,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_SD68Y,0.007,0.9640,1.2092,2.09,1.260,-0.4,0,-1.567,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_TD2L,0.011,0.9976,1.0282,3.89,-0.270,-0.2,0,-2.977,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_TD2R,0,0.9719,0.9500,3.09,0.990,-0.3,0,-3.55,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_TD2S,0.068,0.9882,0.9587,1.08,1.930,0,0,-3.323,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_VD4I,0.062,0.9982,0.9954,1.2,0.450,-0.1,0,-1.002,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_VD4K,0.046,1.0004,0.9523,1.12,1.560,-0.2,0,-0.858,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_VD4S,0.19,0.9956,0.9372,0.78,1.830,-0.3,0,-0.768,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_VD69I,0.263,0.9930,1.0255,1.13,0.980,0.1,0,-0.973,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2J0T_VD69T,0.114,0.9937,0.9933,0.81,1.870,0.2,0,-0.153,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2KSO_HB20E,1.3,1.0002,1.0806,1.24,1.190,0,-2.23,0,1.24,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2KSO_KA10D,0.571,0.9482,0.5897,0.42,1.800,0.1,-1.317,0,0.42,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,,,,
2NU0_WI13L,23.3,1.0024,0.7553,2.33,2.820,0.4,-4.718,0,2.33,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2NU1_HI13L,18,1.0480,1.0568,1.84,1.240,-0.2,-4.414,0,1.84,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2NU2_RI13L,294,1.0471,1.0807,0.48,0.490,-0.3,-4.262,0,0.48,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,,,,,,,
2NU4_KI13L,215,1.0305,1.1515,1.01,-0.670,-0.3,-2.302,0,1.01,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2O3B_EB24D,0.364,0.9716,0.9601,0.66,0.900,-0.1,0,-1.634,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2O3B_EB24Q,0,0.9969,0.8064,0.56,0.180,0.4,0,-3.136,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2OOB_GA13S,0.672,1.0529,1.0595,1.43,0.400,-0.9,0,0.27,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2PCC_AB86G,0.04,0.9973,0.9769,0.57,0.590,0.3,0,-0.333,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2REX_LA70Y,0.39,0.9035,1.1667,0.52,ERROR,-0.5,0.352,0,0.52,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,,,,
2SGP_PI13L,1550000,0.9764,1.0150,1.71,0.670,-0.4,-3.196,0,1.71,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2SGQ_QI13L,81,1.0373,1.0311,1.34,-0.360,-0.5,-5.405,0,1.34,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2SIC_MI67D,0.281,0.9793,0.9241,1.22,2.710,0.5,0,-1.49,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2SIC_MI67E,0.261,0.9754,0.9482,1.97,2.710,0.1,0,-1.456,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2SIC_MI67H,0.692,0.9700,0.9749,1.16,1.220,0,0,-0.211,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2SIC_MI67I,0.067,0.9692,0.9874,1.87,1.560,0,0,-0.846,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2SIC_MI67L,1.5,0.9920,1.0323,3.76,1.430,0,0,-0.846,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2SIC_MI67V,0.3,0.9641,0.9907,1.63,1.890,0,0,-0.939,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2VLQ_AB86F,699,1.0376,1.1713,1.72,0.870,0,-1.091,0,1.72,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2WPT_DA30L,313,1.0752,0.9495,7.34,-0.410,0,0,0.236,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2WPT_NA31V,4.55,1.0239,1.0353,1.96,-0.370,0.7,0,0.022,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
3BK3_IC22R,0.028,0.9466,0.8854,1.42,2.240,-0.2,0,-1.94,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
3BK3_IC3R,0.333,0.9916,1.0601,1.55,1.480,-0.6,0,-0.64,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
3BK3_TC6P,0.053,0.9752,0.9731,0.56,0.890,-0.4,0,-0.977,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
3BP8_AC51F,0.354,0.9702,1.7530,4.13,-0.650,0,0,-0.734,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
3BTD_DI13K,270000000,1.0503,0.7729,1.61,1.010,-0.2,-3.383,0,1.61,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
3BTE_EI13K,8100000,1.0581,0.8273,1.19,0.340,-0.3,-4.824,0,1.19,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
3BTF_FI13K,142000,0.9897,0.3374,1.01,4.120,-0.1,-5.349,0,1.01,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
